"Host","Route","URL","Status","ContentType","Kind","Schema","Sample"
"blimburnseeds.com","/wc/store/products/reviews","https://blimburnseeds.com/wp-json/wc/store/products/reviews","200","application/json","array","id:number,product_id:number,verified:boolean,date_created_gmt:string,formatted_date_created:string,date_created:string,rating:number,review:string,product_permalink:string,product_name:string,reviewer:string,product_image:object,reviewer_avatar_urls:object","{
    ""id"":  529971,
    ""date_created"":  ""2025-07-16T00:00:00"",
    ""formatted_date_created"":  ""July 16, 2025"",
    ""date_created_gmt"":  ""2025-07-16T07:00:00"",
    ""product_id"":  899,
    ""product_name"":  ""GG4"",
    ""product_permalink"":  ""https://blimburnseeds.com/gorilla-glue-4/"",
    ""product_image"":  {
                          ""id"":  335806,
                          ""src"":  ""https://blimburnseeds.com/wp-content/uploads/2021/04/gorilla_glue_4.webp"",
                          ""thumbnail"":  ""https://blimburnseeds.com/wp-content/uploads/2021/04/gorilla_glue_4-300x300.webp"",
                          ""srcset"":  ""https://blimburnseeds.com/wp-content/uploads/2021/04/gorilla_glue_4.webp 600w, https://blimburnseeds.com/wp-content/uploads/2021/04/gorilla_glue_4-150x150.webp 150w, https://blimburnseeds.com/wp-content/uploads/2021/04/gorilla_glue_4-300x300.webp 300w, https://blimburnseeds.com/wp-content/uploads/2021/04/gorilla_glue_4-60x60.webp 60w, https://blimburnseeds.com/wp-content/uploads/2021/04/gorilla_glue_4-110x110.webp 110w, https://blimburnseeds.com/wp-content/uploads/2021/04/gorilla_glue_4-100x100.webp 100w"",
                          ""sizes"":  ""(max-width: 600px) 100vw, 600px"",
                          ""name"":  ""gorilla_glue_#4"",
                          ""alt"":  ""The Gorilla Glue 4 cannabis plant with dense buds and lush green leaves.""
                      },
    ""reviewer"":  ""Carl\r"",
    ""review"":  ""\u003cp\u003eEasy to grow, great for beginners."
"blimburnseeds.com","/wc/store/products/categories","https://blimburnseeds.com/wp-json/wc/store/products/categories","200","application/json","array","image:null,slug:string,id:number,parent:number,count:number,review_count:number,description:string,name:string,permalink:string","{
    ""id"":  7415,
    ""name"":  ""All Over Printed Hoodies"",
    ""slug"":  ""all-over-printed-hoodies"",
    ""description"":  """",
    ""parent"":  7393,
    ""count"":  3,
    ""image"":  null,
    ""review_count"":  0,
    ""permalink"":  ""https://blimburnseeds.com/clothes/all-over-printed-hoodies/""
}"
"blimburnseeds.com","/wc/store/products/(?P<id>[\d]+)","https://blimburnseeds.com/wp-json/wc/store/products/(?P<id>[\d]+)","200","application/json","object","description:string,has_options:boolean,variation:string,on_sale:boolean,grouped_products:array<empty>,prices:object,review_count:number,low_stock_remaining:null,is_on_backorder:boolean,add_to_cart:object,is_in_stock:boolean,average_rating:string,categories:array<object>,short_description:string,brands:array<empty>,variations:array<object>,parent:number,attributes:array<object>,price_html:string,id:number,images:array<object>,permalink:string,slug:string,tags:array<empty>,extensions:object,type:string,sku:string,is_purchasable:boolean,stock_availability:object,sold_individually:boolean,name:string","{
    ""id"":  299588,
    ""name"":  ""Rainbow Sherbet"",
    ""slug"":  """",
    ""parent"":  0,
    ""type"":  ""variable"",
    ""variation"":  """",
    ""permalink"":  ""https://blimburnseeds.com/?post_type=product\u0026p=299588"",
    ""sku"":  ""BF1400"",
    ""short_description"":  ""\u003cp\u003eExperience relaxation and flavor with \u003cstrong\u003eRainbow Sherbet\u003c/strong\u003e cannabis seeds, a mostly Indica strain perfect for enhancing your grow.\u003c/p\u003e"",
    ""description"":  ""\u003ch2\u003eLineage Rainbow Sherbet strain\u003c/h2\u003e\n\u003cp\u003eThe strain resulting from the cross between a \u003cstrong\u003eChampagne x Blackberry\u003c/strong\u003e will produce a hybrid strain Mostly Indica. The strain will likely have a Mint, Sweet, Strawberry flavor with a strong Mostly Indica body high.\u003c/p\u003e\n\u003cp\u003eIt also has a \u003cstrong\u003eMedium THC\u003c/strong\u003e 20% \u0026#8211; 22%, making it a great choice for those looking for a strong and relaxing experience.\u003c/p\u003e\n\u003cp\u003eThe \u003cstrong\u003eRainbow Sherbet\u003c/strong\u003e strain is a cross between \u003cstrong\u003eChampagne x Blackberry\u003c/strong\u003e, resulting in a strain with a Mint, Sweet, Strawberry flavor, as well as potent Focused, Happy, Relaxed effects and a combination of cannabis flower, cannabis concentrate, and terpenes.\u003c/p\u003e\n\u003cp\u003eThe terpenes found in \u003cstrong\u003eRainbow Sherbet\u003c/strong\u003e are to include Caryophyllene, Linano"
"blimburnseeds.com","/wc/store/products/(?P<slug>[\S]+)","https://blimburnseeds.com/wp-json/wc/store/products/(?P<slug>[\S]+)","200","application/json","object","description:string,has_options:boolean,variation:string,on_sale:boolean,grouped_products:array<empty>,prices:object,review_count:number,low_stock_remaining:null,is_on_backorder:boolean,add_to_cart:object,is_in_stock:boolean,average_rating:string,categories:array<object>,short_description:string,brands:array<empty>,variations:array<object>,parent:number,attributes:array<object>,price_html:string,id:number,images:array<object>,permalink:string,slug:string,tags:array<empty>,extensions:object,type:string,sku:string,is_purchasable:boolean,stock_availability:object,sold_individually:boolean,name:string","{
    ""id"":  299588,
    ""name"":  ""Rainbow Sherbet"",
    ""slug"":  """",
    ""parent"":  0,
    ""type"":  ""variable"",
    ""variation"":  """",
    ""permalink"":  ""https://blimburnseeds.com/?post_type=product\u0026p=299588"",
    ""sku"":  ""BF1400"",
    ""short_description"":  ""\u003cp\u003eExperience relaxation and flavor with \u003cstrong\u003eRainbow Sherbet\u003c/strong\u003e cannabis seeds, a mostly Indica strain perfect for enhancing your grow.\u003c/p\u003e"",
    ""description"":  ""\u003ch2\u003eLineage Rainbow Sherbet strain\u003c/h2\u003e\n\u003cp\u003eThe strain resulting from the cross between a \u003cstrong\u003eChampagne x Blackberry\u003c/strong\u003e will produce a hybrid strain Mostly Indica. The strain will likely have a Mint, Sweet, Strawberry flavor with a strong Mostly Indica body high.\u003c/p\u003e\n\u003cp\u003eIt also has a \u003cstrong\u003eMedium THC\u003c/strong\u003e 20% \u0026#8211; 22%, making it a great choice for those looking for a strong and relaxing experience.\u003c/p\u003e\n\u003cp\u003eThe \u003cstrong\u003eRainbow Sherbet\u003c/strong\u003e strain is a cross between \u003cstrong\u003eChampagne x Blackberry\u003c/strong\u003e, resulting in a strain with a Mint, Sweet, Strawberry flavor, as well as potent Focused, Happy, Relaxed effects and a combination of cannabis flower, cannabis concentrate, and terpenes.\u003c/p\u003e\n\u003cp\u003eThe terpenes found in \u003cstrong\u003eRainbow Sherbet\u003c/strong\u003e are to include Caryophyllene, Linano"
"blimburnseeds.com","/wc/store/products/tags","https://blimburnseeds.com/wp-json/wc/store/products/tags","200","application/json","array","slug:string,id:number,parent:number,count:number,description:string,name:string","{
    ""id"":  388,
    ""name"":  ""Bestseller"",
    ""slug"":  ""bestseller"",
    ""description"":  """",
    ""parent"":  0,
    ""count"":  14
}"
"blimburnseeds.com","/wc/store/products/collection-data","https://blimburnseeds.com/wp-json/wc/store/products/collection-data","200","application/json","object","taxonomy_counts:null,stock_status_counts:null,price_range:null,rating_counts:null,attribute_counts:null","{
    ""price_range"":  null,
    ""attribute_counts"":  null,
    ""rating_counts"":  null,
    ""stock_status_counts"":  null,
    ""taxonomy_counts"":  null
}"
"blimburnseeds.com","/wp/v2/product","https://blimburnseeds.com/wp-json/wp/v2/product","200","application/json","array","template:string,id:number,type:string,product_tag:array<empty>,acf:array<empty>,modified_gmt:string,slug:string,excerpt:object,class_list:object,product_brand:array<empty>,featured_media:number,modified:string,title:object,guid:object,date_gmt:string,_links:object,content:object,meta:object,status:string,date:string,link:string,product_cat:array<number>","{
    ""id"":  518004,
    ""date"":  ""2025-08-14T04:05:20"",
    ""date_gmt"":  ""2025-08-14T11:05:20"",
    ""guid"":  {
                 ""rendered"":  ""https://blimburnseeds.com/?post_type=product\u0026#038;p=518004""
             },
    ""modified"":  ""2025-10-07T23:23:18"",
    ""modified_gmt"":  ""2025-10-08T06:23:18"",
    ""slug"":  ""shortcut-auto"",
    ""status"":  ""publish"",
    ""type"":  ""product"",
    ""link"":  ""https://blimburnseeds.com/shortcut-auto/"",
    ""title"":  {
                  ""rendered"":  ""Shortcut Auto""
              },
    ""content"":  {
                    ""rendered"":  ""\u003ch2\u003eLineage Shortcut Auto Strain\u003c/h2\u003e\n\u003cp\u003eIntroducing the \u003cstrong\u003eShortcut Auto strain\u003c/strong\u003e, a remarkable autoflowering cannabis variety that perfectly balances potency and ease of growth. With a high THC content ranging from \u003cstrong\u003e21% to 30%\u003c/strong\u003e and a low CBD level of 2% to 3.8%, this strain offers a unique experience for both recreational and medicinal users.\u003c/p\u003e\n\u003cp\u003eDerived from the exquisite lineage of\u003cstrong\u003e Pineapple Runtz crossed with Ruderalis\u003c/strong\u003e, Shortcut Auto is a 50/50 hybrid, combining the best of both Sativa and Indica worlds. Ideal for growers seeking a high-yielding strain, it can produce up to 1.31 oz/ft² indoors and an impressive 28.22 oz/plant outdoors. Standing at a height of\u003cstrong\u003e 4.92 ft,\u003c/strong\u003e it\u0026#8217;s perfect for "
"blimburnseeds.com","/wc/store/products","https://blimburnseeds.com/wp-json/wc/store/products?per_page=1","200","application/json","array","description:string,has_options:boolean,variation:string,on_sale:boolean,grouped_products:array<empty>,prices:object,review_count:number,low_stock_remaining:null,is_on_backorder:boolean,add_to_cart:object,is_in_stock:boolean,average_rating:string,categories:array<object>,short_description:string,brands:array<empty>,variations:array<object>,parent:number,attributes:array<object>,price_html:string,id:number,images:array<object>,permalink:string,slug:string,tags:array<empty>,extensions:object,type:string,sku:string,is_purchasable:boolean,stock_availability:object,sold_individually:boolean,name:string","{
    ""id"":  518004,
    ""name"":  ""Shortcut Auto"",
    ""slug"":  ""shortcut-auto"",
    ""parent"":  0,
    ""type"":  ""variable"",
    ""variation"":  """",
    ""permalink"":  ""https://blimburnseeds.com/shortcut-auto/"",
    ""sku"":  ""HVG017"",
    ""short_description"":  ""\u003cp\u003e\u003cspan data-sheets-root=\""1\""\u003eShortcut Auto is a balanced 50/50 hybrid with a high THC content (21%-30%) and low CBD (2%-3.8%), offering a sweet, tropical pineapple aroma. Ideal for reducing stress and fatigue, this autoflowering strain is perfect for growers seeking high yields in temperate climates year-round.\u003c/span\u003e\u003c/p\u003e"",
    ""description"":  ""\u003ch2\u003eLineage Shortcut Auto Strain\u003c/h2\u003e\n\u003cp\u003eIntroducing the \u003cstrong\u003eShortcut Auto strain\u003c/strong\u003e, a remarkable autoflowering cannabis variety that perfectly balances potency and ease of growth. With a high THC content ranging from \u003cstrong\u003e21% to 30%\u003c/strong\u003e and a low CBD level of 2% to 3.8%, this strain offers a unique experience for both recreational and medicinal users.\u003c/p\u003e\n\u003cp\u003eDerived from the exquisite lineage of\u003cstrong\u003e Pineapple Runtz crossed with Ruderalis\u003c/strong\u003e, Shortcut Auto is a 50/50 hybrid, combining the best of both Sativa and Indica worlds. Ideal for growers seeking a high-yielding strain, it can produce up to 1.31 oz/ft² indoors and an impressive 28.22 oz/plant outdoors. Standing at a height of\u003cstrong"
"blimburnseeds.com","/wp/v2/product_cat","https://blimburnseeds.com/wp-json/wp/v2/product_cat","200","application/json","array","meta:array<empty>,name:string,id:number,slug:string,taxonomy:string,_links:object,description:string,parent:number,count:number,acf:array<empty>,link:string","{
    ""id"":  7180,
    ""count"":  0,
    ""description"":  ""Don’t miss out on this opportunity to enhance your grow with premium cannabis seeds at an unbeatable price. Our carefully curated selection offers something for every grower, with top genetics and robust strains that deliver results. Take advantage of this special offer and secure your seeds today, perfect for adding variety to your garden or expanding your collection!"",
    ""link"":  ""https://blimburnseeds.com/6-seeds-for-39/"",
    ""name"":  ""6 Seeds for $39"",
    ""slug"":  ""6-seeds-for-39"",
    ""taxonomy"":  ""product_cat"",
    ""parent"":  0,
    ""meta"":  [

             ],
    ""acf"":  [

            ],
    ""_links"":  {
                   ""self"":  [
                                {
                                    ""href"":  ""https://blimburnseeds.com/wp-json/wp/v2/product_cat/7180"",
                                    ""targetHints"":  ""@{allow=System.Object[]}""
                                }
                            ],
                   ""collection"":  [
                                      {
                                          ""href"":  ""https://blimburnseeds.com/wp-json/wp/v2/product_cat""
                                      }
                                  ],
                   ""about"":  [
                                 {
                                     ""href"":  ""https://blimburnseeds.com/wp-json/wp/v2/taxonomies/product_cat""
                                 }
     "
"blimburnseeds.com","/wc/store/products/brands","https://blimburnseeds.com/wp-json/wc/store/products/brands","200","application/json","array","array<empty>",""
"blimburnseeds.com","/wc/store/products/attributes","https://blimburnseeds.com/wp-json/wc/store/products/attributes","200","application/json","array","id:number,type:string,taxonomy:string,count:number,order:string,has_archives:boolean,name:string","{
    ""id"":  137,
    ""name"":  ""Aroma"",
    ""taxonomy"":  ""pa_aroma"",
    ""type"":  ""select"",
    ""order"":  ""menu_order"",
    ""has_archives"":  false,
    ""count"":  28
}"
"blimburnseeds.com","/wp/v2/product_brand","https://blimburnseeds.com/wp-json/wp/v2/product_brand","200","application/json","array","array<empty>",""
"blimburnseeds.com","/wp/v2/product_tag","https://blimburnseeds.com/wp-json/wp/v2/product_tag","200","application/json","array","meta:array<empty>,name:string,id:number,slug:string,taxonomy:string,_links:object,description:string,count:number,acf:array<empty>,link:string","{
    ""id"":  388,
    ""count"":  13,
    ""description"":  """",
    ""link"":  ""https://blimburnseeds.com/product-tag/bestseller/"",
    ""name"":  ""Bestseller"",
    ""slug"":  ""bestseller"",
    ""taxonomy"":  ""product_tag"",
    ""meta"":  [

             ],
    ""acf"":  [

            ],
    ""_links"":  {
                   ""self"":  [
                                {
                                    ""href"":  ""https://blimburnseeds.com/wp-json/wp/v2/product_tag/388"",
                                    ""targetHints"":  ""@{allow=System.Object[]}""
                                }
                            ],
                   ""collection"":  [
                                      {
                                          ""href"":  ""https://blimburnseeds.com/wp-json/wp/v2/product_tag""
                                      }
                                  ],
                   ""about"":  [
                                 {
                                     ""href"":  ""https://blimburnseeds.com/wp-json/wp/v2/taxonomies/product_tag""
                                 }
                             ],
                   ""wp:post_type"":  [
                                        {
                                            ""href"":  ""https://blimburnseeds.com/wp-json/wp/v2/product?product_tag=388""
                                        }
                                    ],
                   ""curies"":  [
                                  {
         "
"nirvanashop.com","/products.json","https://nirvanashop.com/products.json","200","application/json","object","products:array<object>","{
    ""products"":  [
                     {
                         ""id"":  10541118914824,
                         ""title"":  ""Zkittlez Feminized 100 Seeds"",
                         ""handle"":  ""zkittlez-feminized-100-seeds"",
                         ""body_html"":  null,
                         ""published_at"":  ""2025-10-06T14:36:25+02:00"",
                         ""created_at"":  ""2025-10-03T13:49:33+02:00"",
                         ""updated_at"":  ""2025-10-10T22:37:02+02:00"",
                         ""vendor"":  ""Nirvana Shop"",
                         ""product_type"":  """",
                         ""tags"":  ""Wholesale"",
                         ""variants"":  """",
                         ""images"":  """",
                         ""options"":  """"
                     },
                     {
                         ""id"":  10541118521608,
                         ""title"":  ""Zkittlez Autoflower 100 Seeds"",
                         ""handle"":  ""zkittlez-autoflower-100-seeds"",
                         ""body_html"":  null,
                         ""published_at"":  ""2025-10-06T14:36:25+02:00"",
                         ""created_at"":  ""2025-10-03T13:48:40+02:00"",
                         ""updated_at"":  ""2025-10-10T22:37:02+02:00"",
                         ""vendor"":  ""Nirvana Shop"",
                         ""product_type"":  """",
                         ""tags"":  ""Wholesale"",
                         ""variants"":  """",
                         ""images"":  """",
         "
"spliffseeds.nl","/wc/store/products/reviews","https://spliffseeds.nl/wp-json/wc/store/products/reviews","200","application/json","array","id:number,product_id:number,verified:boolean,date_created_gmt:string,formatted_date_created:string,date_created:string,rating:number,review:string,product_permalink:string,product_name:string,reviewer:string,product_image:object,reviewer_avatar_urls:object","{
    ""id"":  424,
    ""date_created"":  ""2025-09-30T20:28:27"",
    ""formatted_date_created"":  ""September 30, 2025"",
    ""date_created_gmt"":  ""2025-09-30T18:28:27"",
    ""product_id"":  111281,
    ""product_name"":  ""Lemon Cream Kush Female Cannabis Seeds"",
    ""product_permalink"":  ""https://www.spliffseeds.nl/product/lemon-cream-kush-female-cannabis-seeds/"",
    ""product_image"":  {
                          ""id"":  126669,
                          ""src"":  ""https://www.spliffseeds.nl/wp-content/uploads/2022/08/Lemon-Cream-Kush.jpg"",
                          ""thumbnail"":  ""https://www.spliffseeds.nl/wp-content/uploads/2022/08/Lemon-Cream-Kush-300x300.jpg"",
                          ""srcset"":  ""https://www.spliffseeds.nl/wp-content/uploads/2022/08/Lemon-Cream-Kush.jpg 1181w, https://www.spliffseeds.nl/wp-content/uploads/2022/08/Lemon-Cream-Kush-980x980.jpg 980w, https://www.spliffseeds.nl/wp-content/uploads/2022/08/Lemon-Cream-Kush-480x480.jpg 480w"",
                          ""sizes"":  ""(min-width: 0px) and (max-width: 480px) 480px, (min-width: 481px) and (max-width: 980px) 980px, (min-width: 981px) 1181px, 100vw"",
                          ""name"":  ""Lemon Cream Kush"",
                          ""alt"":  ""Lemon Cream Kush Cannabis Seed""
                      },
    ""reviewer"":  ""Marco"",
    ""review"":  ""\u003cp\u003eVon Beginn an fiel mir auf, wie stabil und kräftig die Samen waren. Die Keimrate lag bei mir durchweg bei fast 100 %, und die kleinen Pflänzchen entwicke"
"spliffseeds.nl","/wc/store/products/categories","https://spliffseeds.nl/wp-json/wc/store/products/categories","200","application/json","array","image:null,slug:string,id:number,parent:number,count:number,review_count:number,description:string,name:string,permalink:string","{
    ""id"":  23,
    ""name"":  ""Autoflowering Seeds"",
    ""slug"":  ""autoflowering-seeds"",
    ""description"":  ""Find the best autoflowering cannabis seeds for your grow at Spliff Seeds. Enjoy effortless growth and fast results. Diverse strains available."",
    ""parent"":  0,
    ""count"":  14,
    ""image"":  null,
    ""review_count"":  33,
    ""permalink"":  ""https://www.spliffseeds.nl/product-category/autoflowering-seeds/""
}"
"spliffseeds.nl","/wc/store/products/tags","https://spliffseeds.nl/wp-json/wc/store/products/tags","200","application/json","array","array<empty>",""
"spliffseeds.nl","/wc/store/products/collection-data","https://spliffseeds.nl/wp-json/wc/store/products/collection-data","200","application/json","object","taxonomy_counts:null,stock_status_counts:null,price_range:null,rating_counts:null,attribute_counts:null","{
    ""price_range"":  null,
    ""attribute_counts"":  null,
    ""rating_counts"":  null,
    ""stock_status_counts"":  null,
    ""taxonomy_counts"":  null
}"
